date,feature,attribution_value
2021-08-10,olr_anomaly,1.171
2021-08-10,satellite_proxy,0.6749
2021-08-10,rainfall_anomaly,0.0942
2021-08-10,lps_flag,-0.0105
2021-08-10,wd_flag,0.0
2021-08-10,trough_position_lat,0.035
2021-08-10,zonal_shear_850,0.7944
2021-08-10,orographic_index,0.9355
2021-08-10,coastal_convergence_index,0.2837
2021-08-11,mslp_anomaly,0.6929
2021-08-11,olr_anomaly,1.171
2021-08-11,satellite_proxy,0.6749
2021-08-11,rainfall_anomaly,0.0942
2021-08-11,lps_flag,-0.0105
2021-08-11,wd_flag,0.0
2021-08-11,trough_position_lat,-0.0284
2021-08-11,zonal_shear_850,0.7944
2021-08-11,orographic_index,0.9276
2021-08-11,coastal_convergence_index,0.2539
2021-08-12,mslp_anomaly,0.6819
2021-08-12,olr_anomaly,1.0047
2021-08-12,satellite_proxy,0.6749
2021-08-12,rainfall_anomaly,0.1189
2021-08-12,lps_flag,-0.0105
2021-08-12,wd_flag,0.0
2021-08-12,trough_position_lat,-0.0284
2021-08-12,zonal_shear_850,0.6447
2021-08-12,orographic_index,1.1209
2021-08-12,coastal_convergence_index,0.3627
2021-08-13,mslp_anomaly,0.6929
2021-08-13,olr_anomaly,1.171
2021-08-13,satellite_proxy,0.6749
2021-08-13,rainfall_anomaly,0.0942
2021-08-13,lps_flag,-0.0105
2021-08-13,wd_flag,0.0
2021-08-13,trough_position_lat,-0.0284
2021-08-13,zonal_shear_850,0.7944
2021-08-13,orographic_index,0.9276
2021-08-13,coastal_convergence_index,0.2539
2021-08-14,mslp_anomaly,0.6929
2021-08-14,olr_anomaly,1.0001
2021-08-14,satellite_proxy,0.6749
2021-08-14,rainfall_anomaly,0.1176
2021-08-14,lps_flag,-0.0105
2021-08-14,wd_flag,0.0
2021-08-14,trough_position_lat,-0.0284
2021-08-14,zonal_shear_850,0.6447
2021-08-14,orographic_index,1.1188
2021-08-14,coastal_convergence_index,0.3599
2021-08-15,mslp_anomaly,0.5731
2021-08-15,olr_anomaly,1.2872
2021-08-15,satellite_proxy,0.6417
2021-08-15,rainfall_anomaly,-0.0128
2021-08-15,lps_flag,-0.0105
2021-08-15,wd_flag,0.0
2021-08-15,trough_position_lat,0.035
2021-08-15,zonal_shear_850,0.8323
2021-08-15,orographic_index,0.9317
2021-08-15,coastal_convergence_index,0.2925
2021-08-16,mslp_anomaly,0.6742
2021-08-16,olr_anomaly,1.2872
2021-08-16,satellite_proxy,0.6417
2021-08-16,rainfall_anomaly,-0.0128
2021-08-16,lps_flag,-0.0105
2021-08-16,wd_flag,0.0
2021-08-16,trough_position_lat,-0.0284
2021-08-16,zonal_shear_850,0.8323
2021-08-16,orographic_index,0.9238
2021-08-16,coastal_convergence_index,0.2626
2021-08-17,mslp_anomaly,0.6312
2021-08-17,olr_anomaly,1.035
2021-08-17,satellite_proxy,0.4848
2021-08-17,rainfall_anomaly,-0.0248
2021-08-17,lps_flag,-0.0044
2021-08-17,wd_flag,0.0
2021-08-17,trough_position_lat,-0.0212
2021-08-17,zonal_shear_850,0.6928
2021-08-17,orographic_index,1.3605
2021-08-17,coastal_convergence_index,0.4161
2021-08-18,mslp_anomaly,0.1451
2021-08-18,olr_anomaly,0.0692
2021-08-18,satellite_proxy,0.0334
2021-08-18,rainfall_anomaly,-0.0323
2021-08-18,lps_flag,0.0369
2021-08-18,wd_flag,0.0385
2021-08-18,trough_position_lat,0.0693
2021-08-18,zonal_shear_850,0.8061
2021-08-18,orographic_index,0.769
2021-08-18,coastal_convergence_index,2.0234
2021-08-19,mslp_anomaly,0.1012
2021-08-19,olr_anomaly,0.075
2021-08-19,satellite_proxy,0.032
2021-08-19,rainfall_anomaly,-0.0237
2021-08-19,lps_flag,0.0368
2021-08-19,wd_flag,0.0385
2021-08-19,trough_position_lat,-0.0236
2021-08-19,zonal_shear_850,0.7972
2021-08-19,orographic_index,0.599
2021-08-19,coastal_convergence_index,0.8308
2021-08-20,mslp_anomaly,-0.0
2021-08-20,olr_anomaly,-0.0
2021-08-20,satellite_proxy,0.0
2021-08-20,rainfall_anomaly,0.0
2021-08-20,lps_flag,10.3325
2021-08-20,wd_flag,0.0
2021-08-20,trough_position_lat,0.0
2021-08-20,zonal_shear_850,0.0
2021-08-20,orographic_index,0.0
2021-08-20,coastal_convergence_index,-0.0
2021-08-21,mslp_anomaly,-0.0
2021-08-21,olr_anomaly,0.0
2021-08-21,satellite_proxy,0.0
2021-08-21,rainfall_anomaly,0.0
2021-08-21,lps_flag,10.3325
2021-08-21,wd_flag,0.0
2021-08-21,trough_position_lat,0.0
2021-08-21,zonal_shear_850,0.0
2021-08-21,orographic_index,0.0
2021-08-21,coastal_convergence_index,-0.0
2021-08-22,mslp_anomaly,0.0037
2021-08-22,olr_anomaly,0.0171
2021-08-22,satellite_proxy,1e-04
2021-08-22,rainfall_anomaly,8.0534
2021-08-22,lps_flag,0.0
2021-08-22,wd_flag,0.0
2021-08-22,trough_position_lat,0.0
2021-08-22,zonal_shear_850,0.0071
2021-08-22,orographic_index,-0.0478
2021-08-22,coastal_convergence_index,-0.0237
2021-08-23,mslp_anomaly,0.002
2021-08-23,olr_anomaly,0.0092
2021-08-23,satellite_proxy,1e-04
2021-08-23,rainfall_anomaly,7.2476
2021-08-23,lps_flag,0.0
2021-08-23,wd_flag,0.0
2021-08-23,trough_position_lat,0.0
2021-08-23,zonal_shear_850,0.0038
2021-08-23,orographic_index,-0.035
2021-08-23,coastal_convergence_index,0.7822
2021-08-24,mslp_anomaly,0.0037
2021-08-24,olr_anomaly,0.0171
2021-08-24,satellite_proxy,1e-04
2021-08-24,rainfall_anomaly,8.0534
2021-08-24,lps_flag,0.0
2021-08-24,wd_flag,0.0
2021-08-24,trough_position_lat,0.0
2021-08-24,zonal_shear_850,0.0071
2021-08-24,orographic_index,-0.0478
2021-08-24,coastal_convergence_index,-0.0237
2021-08-25,mslp_anomaly,0.0037
2021-08-25,olr_anomaly,0.0171
2021-08-25,satellite_proxy,1e-04
2021-08-25,rainfall_anomaly,8.0534
2021-08-25,lps_flag,0.0
2021-08-25,wd_flag,0.0
2021-08-25,trough_position_lat,-0.0
2021-08-25,zonal_shear_850,0.0071
2021-08-25,orographic_index,-0.0478
2021-08-25,coastal_convergence_index,-0.0237
2021-08-26,mslp_anomaly,0.0037
2021-08-26,olr_anomaly,0.0171
2021-08-26,satellite_proxy,1e-04
2021-08-26,rainfall_anomaly,8.0468
2021-08-26,lps_flag,0.0
2021-08-26,wd_flag,0.0
2021-08-26,trough_position_lat,0.0
2021-08-26,zonal_shear_850,0.0071
2021-08-26,orographic_index,-0.0476
2021-08-26,coastal_convergence_index,-0.0179
2021-08-27,mslp_anomaly,0.2099
2021-08-27,olr_anomaly,0.0773
2021-08-27,satellite_proxy,-0.0741
2021-08-27,rainfall_anomaly,-0.0562
2021-08-27,lps_flag,-0.004
2021-08-27,wd_flag,0.0299
2021-08-27,trough_position_lat,-0.0831
2021-08-27,zonal_shear_850,1.1123
2021-08-27,orographic_index,-0.3361
2021-08-27,coastal_convergence_index,0.7202
2021-08-28,mslp_anomaly,0.1806
2021-08-28,olr_anomaly,0.07
2021-08-28,satellite_proxy,-0.0618
2021-08-28,rainfall_anomaly,-0.0225
2021-08-28,lps_flag,-0.0041
2021-08-28,wd_flag,0.0373
2021-08-28,trough_position_lat,0.0849
2021-08-28,zonal_shear_850,0.8162
2021-08-28,orographic_index,0.7415
2021-08-28,coastal_convergence_index,0.9376
2021-08-29,mslp_anomaly,0.1795
2021-08-29,olr_anomaly,0.0618
2021-08-29,satellite_proxy,0.0374
2021-08-29,rainfall_anomaly,-0.0237
2021-08-29,lps_flag,-0.0041
2021-08-29,wd_flag,0.0385
2021-08-29,trough_position_lat,-0.0282
2021-08-29,zonal_shear_850,0.9067
2021-08-29,orographic_index,0.7583
2021-08-29,coastal_convergence_index,0.9472
2021-08-30,mslp_anomaly,0.7003
2021-08-30,olr_anomaly,1.0084
2021-08-30,satellite_proxy,0.6599
2021-08-30,rainfall_anomaly,0.1174
2021-08-30,lps_flag,-0.0105
2021-08-30,wd_flag,0.0
2021-08-30,trough_position_lat,-0.0284
2021-08-30,zonal_shear_850,0.6436
2021-08-30,orographic_index,1.1197
2021-08-30,coastal_convergence_index,0.3596
2021-08-31,mslp_anomaly,0.5992
2021-08-31,olr_anomaly,1.0084
2021-08-31,satellite_proxy,0.6599
2021-08-31,rainfall_anomaly,0.1174
2021-08-31,lps_flag,-0.0105
2021-08-31,wd_flag,0.0
2021-08-31,trough_position_lat,0.035
2021-08-31,zonal_shear_850,0.6436
2021-08-31,orographic_index,1.1276
2021-08-31,coastal_convergence_index,0.3895
2021-09-01,mslp_anomaly,0.5916
2021-09-01,olr_anomaly,1.0001
2021-09-01,satellite_proxy,0.6746
2021-09-01,rainfall_anomaly,0.1176
2021-09-01,lps_flag,-0.0105
2021-09-01,wd_flag,0.0
2021-09-01,trough_position_lat,0.035
2021-09-01,zonal_shear_850,0.6447
2021-09-01,orographic_index,1.1271
2021-09-01,coastal_convergence_index,0.3899
2021-09-02,mslp_anomaly,0.6904
2021-09-02,olr_anomaly,1.2852
2021-09-02,satellite_proxy,0.6744
2021-09-02,rainfall_anomaly,0.0012
2021-09-02,lps_flag,-0.0105
2021-09-02,wd_flag,0.0
2021-09-02,trough_position_lat,-0.0284
2021-09-02,zonal_shear_850,0.796
2021-09-02,orographic_index,0.906
2021-09-02,coastal_convergence_index,0.2557
2021-09-03,mslp_anomaly,0.7072
2021-09-03,olr_anomaly,1.1323
2021-09-03,satellite_proxy,0.6418
2021-09-03,rainfall_anomaly,-0.0383
2021-09-03,lps_flag,-0.0105
2021-09-03,wd_flag,0.0
2021-09-03,trough_position_lat,-0.0284
2021-09-03,zonal_shear_850,0.717
2021-09-03,orographic_index,1.091
2021-09-03,coastal_convergence_index,0.3579
2021-09-04,mslp_anomaly,0.707
2021-09-04,olr_anomaly,1.1323
2021-09-04,satellite_proxy,0.6416
2021-09-04,rainfall_anomaly,-0.0375
2021-09-04,lps_flag,-0.0105
2021-09-04,wd_flag,0.0
2021-09-04,trough_position_lat,-0.0284
2021-09-04,zonal_shear_850,0.7168
2021-09-04,orographic_index,1.0909
2021-09-04,coastal_convergence_index,0.3577
2021-09-05,mslp_anomaly,0.5669
2021-09-05,olr_anomaly,1.0267
2021-09-05,satellite_proxy,0.5005
2021-09-05,rainfall_anomaly,-0.0193
2021-09-05,lps_flag,-0.0044
2021-09-05,wd_flag,0.0
2021-09-05,trough_position_lat,0.0268
2021-09-05,zonal_shear_850,0.6942
2021-09-05,orographic_index,1.3444
2021-09-05,coastal_convergence_index,0.4342
2021-09-06,mslp_anomaly,0.606
2021-09-06,olr_anomaly,1.2872
2021-09-06,satellite_proxy,0.6417
2021-09-06,rainfall_anomaly,-0.0334
2021-09-06,lps_flag,-0.0105
2021-09-06,wd_flag,0.0
2021-09-06,trough_position_lat,0.035
2021-09-06,zonal_shear_850,0.8323
2021-09-06,orographic_index,0.9303
2021-09-06,coastal_convergence_index,0.2816
2021-09-07,mslp_anomaly,0.5895
2021-09-07,olr_anomaly,1.2852
2021-09-07,satellite_proxy,0.6747
2021-09-07,rainfall_anomaly,0.0012
2021-09-07,lps_flag,-0.0105
2021-09-07,wd_flag,0.0
2021-09-07,trough_position_lat,0.035
2021-09-07,zonal_shear_850,0.796
2021-09-07,orographic_index,0.9136
2021-09-07,coastal_convergence_index,0.2854
2021-09-08,mslp_anomaly,0.6929
2021-09-08,olr_anomaly,1.1664
2021-09-08,satellite_proxy,0.6749
2021-09-08,rainfall_anomaly,0.0988
2021-09-08,lps_flag,-0.0105
2021-09-08,wd_flag,0.0
2021-09-08,trough_position_lat,-0.0284
2021-09-08,zonal_shear_850,0.7944
2021-09-08,orographic_index,0.9276
2021-09-08,coastal_convergence_index,0.2539
2021-09-09,mslp_anomaly,0.5918
2021-09-09,olr_anomaly,1.171
2021-09-09,satellite_proxy,0.6749
2021-09-09,rainfall_anomaly,0.0942
2021-09-09,lps_flag,-0.0105
2021-09-09,wd_flag,0.0
2021-09-09,trough_position_lat,0.035
2021-09-09,zonal_shear_850,0.7944
2021-09-09,orographic_index,0.9355
2021-09-09,coastal_convergence_index,0.2837
2021-09-10,mslp_anomaly,0.6929
2021-09-10,olr_anomaly,1.171
2021-09-10,satellite_proxy,0.6749
2021-09-10,rainfall_anomaly,0.0942
2021-09-10,lps_flag,-0.0105
2021-09-10,wd_flag,0.0
2021-09-10,trough_position_lat,-0.0284
2021-09-10,zonal_shear_850,0.7944
2021-09-10,orographic_index,0.9276
2021-09-10,coastal_convergence_index,0.2539
2021-09-11,mslp_anomaly,0.5918
2021-09-11,olr_anomaly,1.171
2021-09-11,satellite_proxy,0.6749
2021-09-11,rainfall_anomaly,0.0942
2021-09-11,lps_flag,-0.0105
2021-09-11,wd_flag,0.0
2021-09-11,trough_position_lat,0.035
2021-09-11,zonal_shear_850,0.7944
2021-09-11,orographic_index,0.9355
2021-09-11,coastal_convergence_index,0.2837
2021-09-12,mslp_anomaly,0.5918
2021-09-12,olr_anomaly,1.171
2021-09-12,satellite_proxy,0.6749
2021-09-12,rainfall_anomaly,0.0942
2021-09-12,lps_flag,-0.0105
2021-09-12,wd_flag,0.0
2021-09-12,trough_position_lat,0.035
2021-09-12,zonal_shear_850,0.7944
2021-09-12,orographic_index,0.9355
2021-09-12,coastal_convergence_index,0.2837
2021-09-13,mslp_anomaly,0.7013
2021-09-13,olr_anomaly,1.1426
2021-09-13,satellite_proxy,0.6749
2021-09-13,rainfall_anomaly,0.0942
2021-09-13,lps_flag,0.0052
2021-09-13,wd_flag,0.0
2021-09-13,trough_position_lat,-0.0284
2021-09-13,zonal_shear_850,0.7944
2021-09-13,orographic_index,0.932
2021-09-13,coastal_convergence_index,0.2539
2021-09-14,mslp_anomaly,0.1595
2021-09-14,olr_anomaly,0.0585
2021-09-14,satellite_proxy,0.0277
2021-09-14,rainfall_anomaly,-0.0237
2021-09-14,lps_flag,0.0369
2021-09-14,wd_flag,0.0385
2021-09-14,trough_position_lat,-0.0114
2021-09-14,zonal_shear_850,0.8249
2021-09-14,orographic_index,0.5402
2021-09-14,coastal_convergence_index,0.8116
2021-09-15,mslp_anomaly,0.1595
2021-09-15,olr_anomaly,0.0549
2021-09-15,satellite_proxy,0.0279
2021-09-15,rainfall_anomaly,-0.0242
2021-09-15,lps_flag,0.0369
2021-09-15,wd_flag,0.0385
2021-09-15,trough_position_lat,0.0789
2021-09-15,zonal_shear_850,0.7733
2021-09-15,orographic_index,0.5219
2021-09-15,coastal_convergence_index,0.9454
2021-09-16,mslp_anomaly,-0.0
2021-09-16,olr_anomaly,-0.0
2021-09-16,satellite_proxy,0.0
2021-09-16,rainfall_anomaly,0.0
2021-09-16,lps_flag,10.3325
2021-09-16,wd_flag,0.0
2021-09-16,trough_position_lat,0.0
2021-09-16,zonal_shear_850,0.0
2021-09-16,orographic_index,0.0
2021-09-16,coastal_convergence_index,-0.0
2021-09-17,mslp_anomaly,-0.0
2021-09-17,olr_anomaly,-0.0
2021-09-17,satellite_proxy,0.0
2021-09-17,rainfall_anomaly,0.0
2021-09-17,lps_flag,10.3325
2021-09-17,wd_flag,0.0
2021-09-17,trough_position_lat,0.0
2021-09-17,zonal_shear_850,0.0
2021-09-17,orographic_index,0.0
2021-09-17,coastal_convergence_index,-0.0
2021-09-18,mslp_anomaly,0.7071
2021-09-18,olr_anomaly,1.1323
2021-09-18,satellite_proxy,0.6417
2021-09-18,rainfall_anomaly,-0.0375
2021-09-18,lps_flag,-0.0105
2021-09-18,wd_flag,0.0
2021-09-18,trough_position_lat,-0.0284
2021-09-18,zonal_shear_850,0.7168
2021-09-18,orographic_index,1.0907
2021-09-18,coastal_convergence_index,0.3577
2021-09-19,mslp_anomaly,0.6283
2021-09-19,olr_anomaly,1.0267
2021-09-19,satellite_proxy,0.5004
2021-09-19,rainfall_anomaly,-0.0193
2021-09-19,lps_flag,-0.0044
2021-09-19,wd_flag,0.0
2021-09-19,trough_position_lat,-0.0212
2021-09-19,zonal_shear_850,0.6938
2021-09-19,orographic_index,1.3529
2021-09-19,coastal_convergence_index,0.4127
2021-09-20,mslp_anomaly,0.0037
2021-09-20,olr_anomaly,0.0171
2021-09-20,satellite_proxy,1e-04
2021-09-20,rainfall_anomaly,8.0473
2021-09-20,lps_flag,0.0
2021-09-20,wd_flag,0.0
2021-09-20,trough_position_lat,0.0
2021-09-20,zonal_shear_850,0.0071
2021-09-20,orographic_index,-0.0476
2021-09-20,coastal_convergence_index,-0.0179
2021-09-21,mslp_anomaly,0.0037
2021-09-21,olr_anomaly,0.0171
2021-09-21,satellite_proxy,1e-04
2021-09-21,rainfall_anomaly,8.0474
2021-09-21,lps_flag,0.0
2021-09-21,wd_flag,0.0
2021-09-21,trough_position_lat,0.0
2021-09-21,zonal_shear_850,0.0071
2021-09-21,orographic_index,-0.0476
2021-09-21,coastal_convergence_index,-0.0179
2021-09-22,mslp_anomaly,0.0037
2021-09-22,olr_anomaly,0.0171
2021-09-22,satellite_proxy,1e-04
2021-09-22,rainfall_anomaly,8.0474
2021-09-22,lps_flag,0.0
2021-09-22,wd_flag,0.0
2021-09-22,trough_position_lat,0.0
2021-09-22,zonal_shear_850,0.0071
2021-09-22,orographic_index,-0.0476
2021-09-22,coastal_convergence_index,-0.0179
2021-09-23,mslp_anomaly,0.2099
2021-09-23,olr_anomaly,0.0673
2021-09-23,satellite_proxy,-0.0618
2021-09-23,rainfall_anomaly,-0.0568
2021-09-23,lps_flag,-0.0041
2021-09-23,wd_flag,0.0299
2021-09-23,trough_position_lat,0.2691
2021-09-23,zonal_shear_850,1.0301
2021-09-23,orographic_index,-0.1204
2021-09-23,coastal_convergence_index,0.8898
2021-09-24,mslp_anomaly,-0.0
2021-09-24,olr_anomaly,-0.0
2021-09-24,satellite_proxy,-0.0
2021-09-24,rainfall_anomaly,-0.0
2021-09-24,lps_flag,0.0
2021-09-24,wd_flag,13.1153
2021-09-24,trough_position_lat,-0.0
2021-09-24,zonal_shear_850,0.0
2021-09-24,orographic_index,0.0
2021-09-24,coastal_convergence_index,-0.0
2021-09-25,mslp_anomaly,-0.0
2021-09-25,olr_anomaly,-0.0
2021-09-25,satellite_proxy,-0.0
2021-09-25,rainfall_anomaly,-0.0
2021-09-25,lps_flag,0.0
2021-09-25,wd_flag,13.1153
2021-09-25,trough_position_lat,-0.0
2021-09-25,zonal_shear_850,0.0
2021-09-25,orographic_index,0.0
2021-09-25,coastal_convergence_index,-0.0
2021-09-26,mslp_anomaly,0.2099
2021-09-26,olr_anomaly,0.0722
2021-09-26,satellite_proxy,-0.0618
2021-09-26,rainfall_anomaly,-0.0588
2021-09-26,lps_flag,-0.0041
2021-09-26,wd_flag,0.0299
2021-09-26,trough_position_lat,-0.0503
2021-09-26,zonal_shear_850,1.1049
2021-09-26,orographic_index,-0.3305
2021-09-26,coastal_convergence_index,0.8687
2021-09-27,mslp_anomaly,0.0037
2021-09-27,olr_anomaly,0.0171
2021-09-27,satellite_proxy,1e-04
2021-09-27,rainfall_anomaly,8.0474
2021-09-27,lps_flag,0.0
2021-09-27,wd_flag,0.0
2021-09-27,trough_position_lat,0.0
2021-09-27,zonal_shear_850,0.0071
2021-09-27,orographic_index,-0.0476
2021-09-27,coastal_convergence_index,-0.0179
2021-09-28,mslp_anomaly,0.0037
2021-09-28,olr_anomaly,0.0171
2021-09-28,satellite_proxy,1e-04
2021-09-28,rainfall_anomaly,8.0474
2021-09-28,lps_flag,0.0
2021-09-28,wd_flag,0.0
2021-09-28,trough_position_lat,0.0
2021-09-28,zonal_shear_850,0.0071
2021-09-28,orographic_index,-0.0476
2021-09-28,coastal_convergence_index,-0.0179
2021-09-29,mslp_anomaly,0.0037
2021-09-29,olr_anomaly,0.0171
2021-09-29,satellite_proxy,1e-04
2021-09-29,rainfall_anomaly,8.0474
2021-09-29,lps_flag,0.0
2021-09-29,wd_flag,0.0
2021-09-29,trough_position_lat,-0.0
2021-09-29,zonal_shear_850,0.0071
2021-09-29,orographic_index,-0.0476
2021-09-29,coastal_convergence_index,-0.0179
2021-09-30,mslp_anomaly,0.0037
2021-09-30,olr_anomaly,0.0171
2021-09-30,satellite_proxy,1e-04
2021-09-30,rainfall_anomaly,8.0474
2021-09-30,lps_flag,0.0
2021-09-30,wd_flag,0.0
2021-09-30,trough_position_lat,-0.0
2021-09-30,zonal_shear_850,0.0071
2021-09-30,orographic_index,-0.0476
2021-09-30,coastal_convergence_index,-0.0179
2022-06-01,mslp_anomaly,0.5808
2022-06-01,olr_anomaly,1.1804
2022-06-01,satellite_proxy,0.6749
2022-06-01,rainfall_anomaly,0.0907
2022-06-01,lps_flag,-0.0105
2022-06-01,wd_flag,0.0
2022-06-01,trough_position_lat,0.035
2022-06-01,zonal_shear_850,0.7944
2022-06-01,orographic_index,0.9377
2022-06-01,coastal_convergence_index,0.2866
2022-06-02,mslp_anomaly,0.5808
2022-06-02,olr_anomaly,1.1804
2022-06-02,satellite_proxy,0.6749
2022-06-02,rainfall_anomaly,0.0907
2022-06-02,lps_flag,-0.0105
2022-06-02,wd_flag,0.0
2022-06-02,trough_position_lat,0.035
2022-06-02,zonal_shear_850,0.7944
2022-06-02,orographic_index,0.9377
2022-06-02,coastal_convergence_index,0.2866
2022-06-03,mslp_anomaly,0.5808
2022-06-03,olr_anomaly,1.1804
2022-06-03,satellite_proxy,0.6749
2022-06-03,rainfall_anomaly,0.0907
2022-06-03,lps_flag,-0.0105
2022-06-03,wd_flag,0.0
2022-06-03,trough_position_lat,0.035
2022-06-03,zonal_shear_850,0.7944
2022-06-03,orographic_index,0.9377
2022-06-03,coastal_convergence_index,0.2866
2022-06-04,mslp_anomaly,0.6819
2022-06-04,olr_anomaly,1.1709
2022-06-04,satellite_proxy,0.6747
2022-06-04,rainfall_anomaly,0.1002
2022-06-04,lps_flag,-0.0105
2022-06-04,wd_flag,0.0
2022-06-04,trough_position_lat,-0.0284
2022-06-04,zonal_shear_850,0.7944
2022-06-04,orographic_index,0.9299
2022-06-04,coastal_convergence_index,0.2569
2022-06-05,mslp_anomaly,0.6819
2022-06-05,olr_anomaly,1.1709
2022-06-05,satellite_proxy,0.6747
2022-06-05,rainfall_anomaly,0.1002
2022-06-05,lps_flag,-0.0105
2022-06-05,wd_flag,0.0
2022-06-05,trough_position_lat,-0.0284
2022-06-05,zonal_shear_850,0.7944
2022-06-05,orographic_index,0.9299
2022-06-05,coastal_convergence_index,0.2569
2022-06-06,mslp_anomaly,0.6489
2022-06-06,olr_anomaly,1.1558
2022-06-06,satellite_proxy,0.6739
2022-06-06,rainfall_anomaly,0.1004
2022-06-06,lps_flag,-0.0105
2022-06-06,wd_flag,0.0
2022-06-06,trough_position_lat,-0.0284
2022-06-06,zonal_shear_850,0.7944
2022-06-06,orographic_index,0.9184
2022-06-06,coastal_convergence_index,0.2605
2022-06-07,mslp_anomaly,0.6674
2022-06-07,olr_anomaly,1.1641
2022-06-07,satellite_proxy,0.6592
2022-06-07,rainfall_anomaly,0.0942
2022-06-07,lps_flag,-0.0105
2022-06-07,wd_flag,0.0
2022-06-07,trough_position_lat,-0.0284
2022-06-07,zonal_shear_850,0.7933
2022-06-07,orographic_index,0.9168
2022-06-07,coastal_convergence_index,0.2573
2022-06-08,mslp_anomaly,0.1812
2022-06-08,olr_anomaly,0.0618
2022-06-08,satellite_proxy,-0.0741
2022-06-08,rainfall_anomaly,-0.0346
2022-06-08,lps_flag,-0.0041
2022-06-08,wd_flag,0.0373
2022-06-08,trough_position_lat,-0.0388
2022-06-08,zonal_shear_850,0.9071
2022-06-08,orographic_index,0.7671
2022-06-08,coastal_convergence_index,0.9417
2022-06-09,mslp_anomaly,0.1806
2022-06-09,olr_anomaly,0.0751
2022-06-09,satellite_proxy,-0.0618
2022-06-09,rainfall_anomaly,-0.034
2022-06-09,lps_flag,-0.004
2022-06-09,wd_flag,0.0373
2022-06-09,trough_position_lat,0.0858
2022-06-09,zonal_shear_850,0.8143
2022-06-09,orographic_index,0.7545
2022-06-09,coastal_convergence_index,0.932
2022-06-10,mslp_anomaly,0.0037
2022-06-10,olr_anomaly,0.0171
2022-06-10,satellite_proxy,1e-04
2022-06-10,rainfall_anomaly,8.0474
2022-06-10,lps_flag,0.0
2022-06-10,wd_flag,0.0
2022-06-10,trough_position_lat,0.0
2022-06-10,zonal_shear_850,0.0071
2022-06-10,orographic_index,-0.0476
2022-06-10,coastal_convergence_index,-0.0179
2022-06-11,mslp_anomaly,0.2747
2022-06-11,olr_anomaly,-1.0319
2022-06-11,satellite_proxy,-0.0618
2022-06-11,rainfall_anomaly,-0.1054
2022-06-11,lps_flag,-0.004
2022-06-11,wd_flag,0.0307
2022-06-11,trough_position_lat,-0.062
2022-06-11,zonal_shear_850,1.1887
2022-06-11,orographic_index,-0.6632
2022-06-11,coastal_convergence_index,0.6615
2022-06-12,mslp_anomaly,-0.3657
2022-06-12,olr_anomaly,-1.0529
2022-06-12,satellite_proxy,-0.0635
2022-06-12,rainfall_anomaly,-0.2662
2022-06-12,lps_flag,-0.0039
2022-06-12,wd_flag,0.0163
2022-06-12,trough_position_lat,-0.1213
2022-06-12,zonal_shear_850,-3.3058
2022-06-12,orographic_index,-0.8551
2022-06-12,coastal_convergence_index,0.1812
2022-06-13,mslp_anomaly,0.2428
2022-06-13,olr_anomaly,-1.1689
2022-06-13,satellite_proxy,-0.0757
2022-06-13,rainfall_anomaly,-0.2683
2022-06-13,lps_flag,-0.0039
2022-06-13,wd_flag,0.0169
2022-06-13,trough_position_lat,-0.2209
2022-06-13,zonal_shear_850,-3.5128
2022-06-13,orographic_index,-0.9386
2022-06-13,coastal_convergence_index,0.1516
2022-06-14,mslp_anomaly,-0.3657
2022-06-14,olr_anomaly,-1.0529
2022-06-14,satellite_proxy,-0.0757
2022-06-14,rainfall_anomaly,-0.2682
2022-06-14,lps_flag,-0.0039
2022-06-14,wd_flag,0.0163
2022-06-14,trough_position_lat,-0.191
2022-06-14,zonal_shear_850,-3.3376
2022-06-14,orographic_index,-1.1691
2022-06-14,coastal_convergence_index,0.2081
2022-06-15,mslp_anomaly,0.3044
2022-06-15,olr_anomaly,0.0709
2022-06-15,satellite_proxy,-0.0618
2022-06-15,rainfall_anomaly,-0.0613
2022-06-15,lps_flag,-0.004
2022-06-15,wd_flag,0.0303
2022-06-15,trough_position_lat,-0.05
2022-06-15,zonal_shear_850,1.217
2022-06-15,orographic_index,-0.6173
2022-06-15,coastal_convergence_index,0.7094
2022-06-16,mslp_anomaly,-0.0898
2022-06-16,olr_anomaly,-0.3142
2022-06-16,satellite_proxy,-0.0757
2022-06-16,rainfall_anomaly,-0.3586
2022-06-16,lps_flag,-0.0039
2022-06-16,wd_flag,0.0163
2022-06-16,trough_position_lat,-0.1156
2022-06-16,zonal_shear_850,-3.1134
2022-06-16,orographic_index,-1.9269
2022-06-16,coastal_convergence_index,0.4968
2022-06-17,mslp_anomaly,-0.5348
2022-06-17,olr_anomaly,-0.3005
2022-06-17,satellite_proxy,-0.0508
2022-06-17,rainfall_anomaly,-0.0823
2022-06-17,lps_flag,-0.0315
2022-06-17,wd_flag,0.0161
2022-06-17,trough_position_lat,0.0996
2022-06-17,zonal_shear_850,-4.9264
2022-06-17,orographic_index,-3.498
2022-06-17,coastal_convergence_index,0.9462
2022-06-18,mslp_anomaly,-0.1018
2022-06-18,olr_anomaly,-0.3365
2022-06-18,satellite_proxy,-0.0635
2022-06-18,rainfall_anomaly,-0.2589
2022-06-18,lps_flag,-0.0039
2022-06-18,wd_flag,0.0163
2022-06-18,trough_position_lat,-0.0917
2022-06-18,zonal_shear_850,-2.6648
2022-06-18,orographic_index,-0.7049
